"","measure","location","sex","age","cause","metric","year","val","upper","lower"
"979171","Deaths","Bristol, City of","Male","45 to 49","Breast cancer","Rate",2017,0.171471241561672,0.247483602515167,0.113713339249191
"979172","Deaths","Bristol, City of","Female","45 to 49","Breast cancer","Rate",2017,24.4472264860914,30.1167227846072,19.1391613768846
"979173","Deaths","Bristol, City of","Male","50 to 54","Breast cancer","Number",2017,0.0404159756211182,0.0575067352509615,0.0274871052196605
"979174","Deaths","Bristol, City of","Female","50 to 54","Breast cancer","Number",2017,4.74004818802487,5.9464717929849,3.78257787958457
"979175","Deaths","Bristol, City of","Male","50 to 54","Breast cancer","Percent",2017,0.00086160410327239,0.00120667177443797,0.000588470354880976
"979176","Deaths","Bristol, City of","Female","50 to 54","Breast cancer","Percent",2017,0.148618678634331,0.181229036416347,0.121541547662056
"979177","Deaths","Bristol, City of","Male","50 to 54","Breast cancer","Rate",2017,0.30197052180938,0.42966521491598,0.205371647687583
"979178","Deaths","Bristol, City of","Female","50 to 54","Breast cancer","Rate",2017,36.5003248779757,45.7902839194783,29.1274088372953
"979179","Deaths","Bristol, City of","Male","55 to 59","Breast cancer","Number",2017,0.0558967258946633,0.0785810779773343,0.039099812229085
"979180","Deaths","Bristol, City of","Female","55 to 59","Breast cancer","Number",2017,5.01176522586539,6.19423228171615,3.89161376043885
"979181","Deaths","Bristol, City of","Male","55 to 59","Breast cancer","Percent",2017,0.000960038003202648,0.00130843447705747,0.000690384422211853
"979182","Deaths","Bristol, City of","Female","55 to 59","Breast cancer","Percent",2017,0.120047256059045,0.145433910952429,0.0968490401485528
"979183","Deaths","Bristol, City of","Male","55 to 59","Breast cancer","Rate",2017,0.483619038021719,0.679884281768576,0.338291971030549
"979184","Deaths","Bristol, City of","Female","55 to 59","Breast cancer","Rate",2017,43.7776790801983,54.1065075390379,33.993176182581
"979185","Deaths","Bristol, City of","Male","60 to 64","Breast cancer","Number",2017,0.0961993595062679,0.133156306538923,0.0644585643704836
"979186","Deaths","Bristol, City of","Female","60 to 64","Breast cancer","Number",2017,5.88183094168073,7.23234156254408,4.6648334403909
"979187","Deaths","Bristol, City of","Male","60 to 64","Breast cancer","Percent",2017,0.00112593512929525,0.00155317973270497,0.000777346913540791
"979188","Deaths","Bristol, City of","Female","60 to 64","Breast cancer","Percent",2017,0.0933537190730676,0.11315036730366,0.0755561421195578
"979189","Deaths","Bristol, City of","Male","60 to 64","Breast cancer","Rate",2017,0.969834145608795,1.3424157234247,0.649839219556803
"979190","Deaths","Bristol, City of","Female","60 to 64","Breast cancer","Rate",2017,59.9153570894003,73.6723533214159,47.5183942066397
"979191","Deaths","Bristol, City of","Male","65 to 69","Breast cancer","Number",2017,0.13452869574775,0.181882878822774,0.0977240462576388
"979192","Deaths","Bristol, City of","Female","65 to 69","Breast cancer","Number",2017,7.26747226247084,8.98188000855054,5.83926587574206
"979193","Deaths","Bristol, City of","Male","65 to 69","Breast cancer","Percent",2017,0.00112400488024106,0.00149390305429902,0.000823308628860318
"979194","Deaths","Bristol, City of","Female","65 to 69","Breast cancer","Percent",2017,0.0756786529236969,0.0921727040556601,0.0625862833001096
"979195","Deaths","Bristol, City of","Male","65 to 69","Breast cancer","Rate",2017,1.53061354552277,2.06939044846475,1.11186500466565
"979196","Deaths","Bristol, City of","Female","65 to 69","Breast cancer","Rate",2017,82.6199501617688,102.110121905458,66.3834464324608
"979197","Deaths","Bristol, City of","Male","70 to 74","Breast cancer","Number",2017,0.16244198794666,0.222579109253459,0.113670400726396
"979198","Deaths","Bristol, City of","Female","70 to 74","Breast cancer","Number",2017,7.40232528616653,9.19125022083685,5.78078238237742
"979199","Deaths","Bristol, City of","Male","70 to 74","Breast cancer","Percent",2017,0.00107734536793078,0.00148632415881449,0.00075463878870503
"979200","Deaths","Bristol, City of","Female","70 to 74","Breast cancer","Percent",2017,0.0567931278148366,0.0698915430820235,0.0460058430989213
"979201","Deaths","Bristol, City of","Male","70 to 74","Breast cancer","Rate",2017,2.25971947996752,3.09628289687649,1.58126123709774
"979202","Deaths","Bristol, City of","Female","70 to 74","Breast cancer","Rate",2017,99.0732726044689,123.016377084454,77.3704216844794
"979203","Deaths","Bristol, City of","Male","75 to 79","Breast cancer","Number",2017,0.168497114845276,0.223695896768062,0.123535966393275
"979204","Deaths","Bristol, City of","Female","75 to 79","Breast cancer","Number",2017,8.14676156671384,10.3742773965375,6.31974022596159
"979205","Deaths","Bristol, City of","Male","75 to 79","Breast cancer","Percent",2017,0.000909714851400516,0.00119694483481854,0.000685624954691601
"979206","Deaths","Bristol, City of","Female","75 to 79","Breast cancer","Percent",2017,0.0464498634668985,0.0571662110995803,0.0368844206545385
"979207","Deaths","Bristol, City of","Male","75 to 79","Breast cancer","Rate",2017,3.36488309787535,4.46720136893798,2.46701010683851
"979208","Deaths","Bristol, City of","Female","75 to 79","Breast cancer","Rate",2017,142.082436253086,180.931109226011,110.21853044773
"1006353","Incidence","Bristol, City of","Male","Under 5","Cardiovascular diseases","Number",2017,4.51713497169,5.26882389005,3.81852788263
"1006354","Incidence","Bristol, City of","Female","Under 5","Cardiovascular diseases","Number",2017,4.74158634404,5.55827120318,4.03698647614
"1006355","Incidence","Bristol, City of","Male","Under 5","Cardiovascular diseases","Percent",2017,3.93565951935e-05,5.01975443277e-05,3.05174255353e-05
"1006356","Incidence","Bristol, City of","Female","Under 5","Cardiovascular diseases","Percent",2017,4.41868523354e-05,5.582424419e-05,3.39437607856e-05
"1006357","Incidence","Bristol, City of","Male","Under 5","Cardiovascular diseases","Rate",2017,28.1078968223,32.7852851873,23.7608104276
"1006358","Incidence","Bristol, City of","Female","Under 5","Cardiovascular diseases","Rate",2017,31.1199319844,36.4799898691,26.4955091912
"1006359","Incidence","Bristol, City of","Male","5 to 9","Cardiovascular diseases","Number",2017,3.35190832037,4.1667372126,2.61852195254
"1006360","Incidence","Bristol, City of","Female","5 to 9","Cardiovascular diseases","Number",2017,3.83610717934,4.75417642942,2.99177115803
"1006361","Incidence","Bristol, City of","Male","5 to 9","Cardiovascular diseases","Percent",2017,3.48279832234e-05,4.73832615574e-05,2.5096686564e-05
"1006362","Incidence","Bristol, City of","Female","5 to 9","Cardiovascular diseases","Percent",2017,4.11038205493e-05,5.57003178355e-05,2.93765171852e-05
"1006363","Incidence","Bristol, City of","Male","5 to 9","Cardiovascular diseases","Rate",2017,22.5882408662,28.0793073046,17.6460090564
"1006364","Incidence","Bristol, City of","Female","5 to 9","Cardiovascular diseases","Rate",2017,26.8133888682,33.2304535277,20.911700251
"1006365","Incidence","Bristol, City of","Male","10 to 14","Cardiovascular diseases","Number",2017,2.83105882885,3.58769259075,2.19351252022
"1006366","Incidence","Bristol, City of","Female","10 to 14","Cardiovascular diseases","Number",2017,2.87252771241,3.70110053366,2.14950044655
"1006367","Incidence","Bristol, City of","Male","10 to 14","Cardiovascular diseases","Percent",2017,4.47465343774e-05,6.24588116811e-05,3.11902536102e-05
"1006368","Incidence","Bristol, City of","Female","10 to 14","Cardiovascular diseases","Percent",2017,4.35853036042e-05,6.1554535866e-05,3.00552230727e-05
"1006369","Incidence","Bristol, City of","Male","10 to 14","Cardiovascular diseases","Rate",2017,23.2084870737,29.4112281485,17.9820025118
"1006370","Incidence","Bristol, City of","Female","10 to 14","Cardiovascular diseases","Rate",2017,23.5818704875,30.3839970173,17.6462148387
"1006371","Incidence","Bristol, City of","Male","15 to 19","Cardiovascular diseases","Number",2017,4.69071830923,5.80095870343,3.74419014267
"1006372","Incidence","Bristol, City of","Female","15 to 19","Cardiovascular diseases","Number",2017,4.06441918308,5.02900529705,3.25800176064
"1006373","Incidence","Bristol, City of","Male","15 to 19","Cardiovascular diseases","Percent",2017,7.79627144868e-05,0.000107034891898,5.55365853447e-05
"1006374","Incidence","Bristol, City of","Female","15 to 19","Cardiovascular diseases","Percent",2017,5.75429740114e-05,7.79120347584e-05,4.13209186801e-05
"1006375","Incidence","Bristol, City of","Male","15 to 19","Cardiovascular diseases","Rate",2017,37.6813250801,46.6000719442,30.0777059347
"1006376","Incidence","Bristol, City of","Female","15 to 19","Cardiovascular diseases","Rate",2017,31.2215988352,38.6312481199,25.0269520424
"1006377","Incidence","Bristol, City of","Male","20 to 24","Cardiovascular diseases","Number",2017,12.6871401824,14.5245310967,10.9589515958
"1006378","Incidence","Bristol, City of","Female","20 to 24","Cardiovascular diseases","Number",2017,10.3563848713,11.6608142383,9.031049511
"1006379","Incidence","Bristol, City of","Male","20 to 24","Cardiovascular diseases","Percent",2017,0.000143476468162,0.000182503837118,0.000109765382956
"1006380","Incidence","Bristol, City of","Female","20 to 24","Cardiovascular diseases","Percent",2017,9.92595320221e-05,0.000126413859165,7.56896156864e-05
"1006381","Incidence","Bristol, City of","Male","20 to 24","Cardiovascular diseases","Rate",2017,70.5016021677,80.7118624316,60.8981720447
"1006382","Incidence","Bristol, City of","Female","20 to 24","Cardiovascular diseases","Rate",2017,56.4640297124,63.5759070181,49.2381708734
"1006383","Incidence","Bristol, City of","Male","25 to 29","Cardiovascular diseases","Number",2017,29.1956465839,32.605589598,25.998236648
"1006384","Incidence","Bristol, City of","Female","25 to 29","Cardiovascular diseases","Number",2017,23.1050477426,25.4607220921,20.7188763386
"1006385","Incidence","Bristol, City of","Male","25 to 29","Cardiovascular diseases","Percent",2017,0.000249901914456,0.000316244934579,0.000195235825392
"1006386","Incidence","Bristol, City of","Female","25 to 29","Cardiovascular diseases","Percent",2017,0.00017637072634,0.000223633779672,0.000137356698001
"1006387","Incidence","Bristol, City of","Male","25 to 29","Cardiovascular diseases","Rate",2017,122.829447599,137.175470577,109.377575757
"1006388","Incidence","Bristol, City of","Female","25 to 29","Cardiovascular diseases","Rate",2017,100.874843341,111.159534531,90.4570043804
"1006389","Incidence","Bristol, City of","Male","30 to 34","Cardiovascular diseases","Number",2017,47.5903010249,52.069862582,43.737047844
"1006390","Incidence","Bristol, City of","Female","30 to 34","Cardiovascular diseases","Number",2017,36.0898301393,38.8540470306,33.386628068
"1006391","Incidence","Bristol, City of","Male","30 to 34","Cardiovascular diseases","Percent",2017,0.000459408947486,0.000570614524861,0.00035415713828
"1006392","Incidence","Bristol, City of","Female","30 to 34","Cardiovascular diseases","Percent",2017,0.000321241665447,0.000394890521483,0.00025231938558
"1006393","Incidence","Bristol, City of","Male","30 to 34","Cardiovascular diseases","Rate",2017,221.325237862,242.158054756,203.405154181
"1006394","Incidence","Bristol, City of","Female","30 to 34","Cardiovascular diseases","Rate",2017,179.289796659,193.022083081,165.860624291
"1006395","Incidence","Bristol, City of","Male","35 to 39","Cardiovascular diseases","Number",2017,71.4256504197,79.0179935043,64.5062279396
"1006396","Incidence","Bristol, City of","Female","35 to 39","Cardiovascular diseases","Number",2017,51.9119800605,56.0325115769,47.9265855212
"1006397","Incidence","Bristol, City of","Male","35 to 39","Cardiovascular diseases","Percent",2017,0.00074337770901,0.000913207092593,0.000583068404392
"1006398","Incidence","Bristol, City of","Female","35 to 39","Cardiovascular diseases","Percent",2017,0.000536536240379,0.000661154132985,0.00041158633124
"1006399","Incidence","Bristol, City of","Male","35 to 39","Cardiovascular diseases","Rate",2017,357.116305508,395.076751043,322.520350444
"1006400","Incidence","Bristol, City of","Female","35 to 39","Cardiovascular diseases","Rate",2017,289.940640936,312.954780398,267.681273333
"1006401","Incidence","Bristol, City of","Male","40 to 44","Cardiovascular diseases","Number",2017,113.430189982,122.371303275,104.833350934
"1006402","Incidence","Bristol, City of","Female","40 to 44","Cardiovascular diseases","Number",2017,85.6243767336,92.0210424969,79.6012122738
"1006403","Incidence","Bristol, City of","Male","40 to 44","Cardiovascular diseases","Percent",2017,0.0015336756013,0.00193356680785,0.00120528451832
"1006404","Incidence","Bristol, City of","Female","40 to 44","Cardiovascular diseases","Percent",2017,0.00116886761509,0.00147388525307,0.000916733902267
"1006405","Incidence","Bristol, City of","Male","40 to 44","Cardiovascular diseases","Rate",2017,714.850758848,771.198734846,660.672440729
"1006406","Incidence","Bristol, City of","Female","40 to 44","Cardiovascular diseases","Rate",2017,600.097760353,644.928741257,557.884460351
"1006407","Incidence","Bristol, City of","Male","45 to 49","Cardiovascular diseases","Number",2017,154.30328853,172.857599282,138.510448654
"1006408","Incidence","Bristol, City of","Female","45 to 49","Cardiovascular diseases","Number",2017,100.269728528,110.106754582,91.6947649595
"1006409","Incidence","Bristol, City of","Male","45 to 49","Cardiovascular diseases","Percent",2017,0.00239235453198,0.00299908575699,0.00184268493565
"1006410","Incidence","Bristol, City of","Female","45 to 49","Cardiovascular diseases","Percent",2017,0.0015537082073,0.00191345609406,0.00118466280101
"1006411","Incidence","Bristol, City of","Male","45 to 49","Cardiovascular diseases","Rate",2017,1064.53177854,1192.53717372,955.577652667
"1006412","Incidence","Bristol, City of","Female","45 to 49","Cardiovascular diseases","Rate",2017,744.570154351,817.616687082,680.895284162
"1006413","Incidence","Bristol, City of","Male","50 to 54","Cardiovascular diseases","Number",2017,230.330707844,250.58682045,210.862072725
"1006414","Incidence","Bristol, City of","Female","50 to 54","Cardiovascular diseases","Number",2017,132.482407915,143.636825291,122.05445976
"1006415","Incidence","Bristol, City of","Male","50 to 54","Cardiovascular diseases","Percent",2017,0.00392232086417,0.0047840502738,0.00311558149564
"1006416","Incidence","Bristol, City of","Female","50 to 54","Cardiovascular diseases","Percent",2017,0.0022349657024,0.00275551697886,0.00177028018257
"1006417","Incidence","Bristol, City of","Male","50 to 54","Cardiovascular diseases","Rate",2017,1720.93047285,1872.27530122,1575.46933241
"1006418","Incidence","Bristol, City of","Female","50 to 54","Cardiovascular diseases","Rate",2017,1020.1691497,1106.06276131,939.869650546
"1006419","Incidence","Bristol, City of","Male","55 to 59","Cardiovascular diseases","Number",2017,325.121210547,363.230814903,289.86517037
"1006420","Incidence","Bristol, City of","Female","55 to 59","Cardiovascular diseases","Number",2017,174.68037491,193.542049642,157.415151671
"1006421","Incidence","Bristol, City of","Male","55 to 59","Cardiovascular diseases","Percent",2017,0.00643506996141,0.00808717943722,0.00505714134683
"1006422","Incidence","Bristol, City of","Female","55 to 59","Cardiovascular diseases","Percent",2017,0.00345563421884,0.00429429351747,0.00272309808516
"1006423","Incidence","Bristol, City of","Male","55 to 59","Cardiovascular diseases","Rate",2017,2812.95200333,3142.67668583,2507.91638699
"1006424","Incidence","Bristol, City of","Female","55 to 59","Cardiovascular diseases","Rate",2017,1525.82993213,1690.58632156,1375.01851776
"1006425","Incidence","Bristol, City of","Male","60 to 64","Cardiovascular diseases","Number",2017,426.336081299,466.734010652,388.897143608
"1006426","Incidence","Bristol, City of","Female","60 to 64","Cardiovascular diseases","Number",2017,242.307803035,262.978834689,222.646296712
"1006427","Incidence","Bristol, City of","Male","60 to 64","Cardiovascular diseases","Percent",2017,0.00975419435705,0.0120946254672,0.00772526660406
"1006428","Incidence","Bristol, City of","Female","60 to 64","Cardiovascular diseases","Percent",2017,0.005599089121,0.00691403443,0.00443754435535
"1006429","Incidence","Bristol, City of","Male","60 to 64","Cardiovascular diseases","Rate",2017,4298.10854532,4705.38039723,3920.66777718
"1006430","Incidence","Bristol, City of","Female","60 to 64","Cardiovascular diseases","Rate",2017,2468.27198679,2678.83775368,2267.98976448
"1006431","Incidence","Bristol, City of","Male","65 to 69","Cardiovascular diseases","Number",2017,560.709366771,623.291674595,504.484374326
"1006432","Incidence","Bristol, City of","Female","65 to 69","Cardiovascular diseases","Number",2017,360.092213421,394.294138691,328.591440271
"1006433","Incidence","Bristol, City of","Male","65 to 69","Cardiovascular diseases","Percent",2017,0.0133319024559,0.016009041828,0.0107181467204
"1006434","Incidence","Bristol, City of","Female","65 to 69","Cardiovascular diseases","Percent",2017,0.0085849825134,0.010227888916,0.00703301912358
"1006435","Incidence","Bristol, City of","Male","65 to 69","Cardiovascular diseases","Rate",2017,6379.52629445,7091.56269332,5739.82088027
"1006436","Incidence","Bristol, City of","Female","65 to 69","Cardiovascular diseases","Rate",2017,4093.69305475,4482.51619149,3735.57785133
"1006437","Incidence","Bristol, City of","Male","70 to 74","Cardiovascular diseases","Number",2017,649.540491996,712.403873685,589.306170789
"1006438","Incidence","Bristol, City of","Female","70 to 74","Cardiovascular diseases","Number",2017,465.911747671,505.480394909,428.029735565
"1006439","Incidence","Bristol, City of","Male","70 to 74","Cardiovascular diseases","Percent",2017,0.017616944318,0.0208044604985,0.0146389483552
"1006440","Incidence","Bristol, City of","Female","70 to 74","Cardiovascular diseases","Percent",2017,0.0122108159433,0.0144395515973,0.0103011502152
"1006441","Incidence","Bristol, City of","Male","70 to 74","Cardiovascular diseases","Rate",2017,9035.71374215,9910.20198237,8197.79818401
"1006442","Incidence","Bristol, City of","Female","70 to 74","Cardiovascular diseases","Rate",2017,6235.79750985,6765.38722968,5728.78184018
"1006443","Incidence","Bristol, City of","Male","75 to 79","Cardiovascular diseases","Number",2017,626.242860686,697.906127877,562.855034739
"1006444","Incidence","Bristol, City of","Female","75 to 79","Cardiovascular diseases","Number",2017,510.617005033,567.35235691,465.076410542
"1006445","Incidence","Bristol, City of","Male","75 to 79","Cardiovascular diseases","Percent",2017,0.0229768450473,0.0272929638632,0.0188695665121
"1006446","Incidence","Bristol, City of","Female","75 to 79","Cardiovascular diseases","Percent",2017,0.0164186464482,0.0195252269644,0.0137142684651
"1006447","Incidence","Bristol, City of","Male","75 to 79","Cardiovascular diseases","Rate",2017,12506.0539999,13937.167623,11240.200728
"1006448","Incidence","Bristol, City of","Female","75 to 79","Cardiovascular diseases","Rate",2017,8905.34324262,9894.8280766,8111.0989824
"1006449","Incidence","Bristol, City of","Male","80 to 84","Cardiovascular diseases","Number",2017,564.395277033,631.472201126,510.027816337
"1006450","Incidence","Bristol, City of","Female","80 to 84","Cardiovascular diseases","Number",2017,557.623422057,618.017128241,507.898647429
"1006451","Incidence","Bristol, City of","Male","80 to 84","Cardiovascular diseases","Percent",2017,0.0268086142868,0.0315360298895,0.0227938832567
"1006452","Incidence","Bristol, City of","Female","80 to 84","Cardiovascular diseases","Percent",2017,0.0198592257402,0.0236154275349,0.0170793809945
"1006453","Incidence","Bristol, City of","Male","80 to 84","Cardiovascular diseases","Rate",2017,16635.1514716,18612.1963512,15032.7090334
"1006454","Incidence","Bristol, City of","Female","80 to 84","Cardiovascular diseases","Rate",2017,12138.5330838,13453.2034717,11056.107565
"1006455","Incidence","Bristol, City of","Male","85 to 89","Cardiovascular diseases","Number",2017,404.549907582,449.093977268,366.20782682
"1006456","Incidence","Bristol, City of","Female","85 to 89","Cardiovascular diseases","Number",2017,494.580498105,546.584702296,447.852250763
"1006457","Incidence","Bristol, City of","Male","85 to 89","Cardiovascular diseases","Percent",2017,0.0289125019336,0.0335196365122,0.0247234277217
"1006458","Incidence","Bristol, City of","Female","85 to 89","Cardiovascular diseases","Percent",2017,0.0219012257656,0.0251710032512,0.0187334147231
"1006459","Incidence","Bristol, City of","Male","85 to 89","Cardiovascular diseases","Rate",2017,20718.6628578,22999.9476754,18755.0073738
"1006460","Incidence","Bristol, City of","Female","85 to 89","Cardiovascular diseases","Rate",2017,15304.8187229,16914.0914723,13858.8107271
"1006461","Incidence","Bristol, City of","Male","90 to 94","Cardiovascular diseases","Number",2017,190.915172173,210.726302343,173.085945423
"1006462","Incidence","Bristol, City of","Female","90 to 94","Cardiovascular diseases","Number",2017,322.093085461,356.670693119,292.603979466
"1006463","Incidence","Bristol, City of","Male","90 to 94","Cardiovascular diseases","Percent",2017,0.0306567706613,0.035266028521,0.0262332385031
"1006464","Incidence","Bristol, City of","Female","90 to 94","Cardiovascular diseases","Percent",2017,0.0230309248929,0.0264817996553,0.0198505250805
"1006465","Incidence","Bristol, City of","Male","90 to 94","Cardiovascular diseases","Rate",2017,24629.5557284,27185.3470205,22329.4455338
"1006466","Incidence","Bristol, City of","Female","90 to 94","Cardiovascular diseases","Rate",2017,18102.932945,20046.3342196,16445.5260259
"1006467","Incidence","Bristol, City of","Male","95 plus","Cardiovascular diseases","Number",2017,45.7578455008,51.384311915,40.7595915319
"1006468","Incidence","Bristol, City of","Female","95 plus","Cardiovascular diseases","Number",2017,127.230122771,143.270738089,112.379559343
"1006469","Incidence","Bristol, City of","Male","95 plus","Cardiovascular diseases","Percent",2017,0.0320214911461,0.0378751081923,0.0268645317842
"1006470","Incidence","Bristol, City of","Female","95 plus","Cardiovascular diseases","Percent",2017,0.0246223209795,0.0291937536854,0.0203695885972
"1006471","Incidence","Bristol, City of","Male","95 plus","Cardiovascular diseases","Rate",2017,28224.524786,31695.0627677,25141.4831461
"1006472","Incidence","Bristol, City of","Female","95 plus","Cardiovascular diseases","Rate",2017,21353.8610887,24046.0621479,18861.3941978
"1006473","Incidence","Bristol, City of","Male","Under 5","Ischemic heart disease","Number",2017,0,0,0
"1006474","Incidence","Bristol, City of","Female","Under 5","Ischemic heart disease","Number",2017,0,0,0
"1006475","Incidence","Bristol, City of","Male","Under 5","Ischemic heart disease","Percent",2017,0,0,0
"1006476","Incidence","Bristol, City of","Female","Under 5","Ischemic heart disease","Percent",2017,0,0,0
"1006477","Incidence","Bristol, City of","Male","Under 5","Ischemic heart disease","Rate",2017,0,0,0
"1006478","Incidence","Bristol, City of","Female","Under 5","Ischemic heart disease","Rate",2017,0,0,0
"1006479","Incidence","Bristol, City of","Male","5 to 9","Ischemic heart disease","Number",2017,0,0,0
"1006480","Incidence","Bristol, City of","Female","5 to 9","Ischemic heart disease","Number",2017,0,0,0
"1006481","Incidence","Bristol, City of","Male","5 to 9","Ischemic heart disease","Percent",2017,0,0,0
"1006482","Incidence","Bristol, City of","Female","5 to 9","Ischemic heart disease","Percent",2017,0,0,0
"1006483","Incidence","Bristol, City of","Male","5 to 9","Ischemic heart disease","Rate",2017,0,0,0
"1006484","Incidence","Bristol, City of","Female","5 to 9","Ischemic heart disease","Rate",2017,0,0,0
"1006485","Incidence","Bristol, City of","Male","10 to 14","Ischemic heart disease","Number",2017,0,0,0
"1006486","Incidence","Bristol, City of","Female","10 to 14","Ischemic heart disease","Number",2017,0,0,0
"1006487","Incidence","Bristol, City of","Male","10 to 14","Ischemic heart disease","Percent",2017,0,0,0
"1006488","Incidence","Bristol, City of","Female","10 to 14","Ischemic heart disease","Percent",2017,0,0,0
"1006489","Incidence","Bristol, City of","Male","10 to 14","Ischemic heart disease","Rate",2017,0,0,0
"1006490","Incidence","Bristol, City of","Female","10 to 14","Ischemic heart disease","Rate",2017,0,0,0
"1006491","Incidence","Bristol, City of","Male","15 to 19","Ischemic heart disease","Number",2017,0.248520141736,0.653663020997,0.0133673915916
"1006492","Incidence","Bristol, City of","Female","15 to 19","Ischemic heart disease","Number",2017,0.204816192145,0.535688334656,0.00420957290718
"1006493","Incidence","Bristol, City of","Male","15 to 19","Ischemic heart disease","Percent",2017,4.13109544711e-06,1.10249333718e-05,2.04986756731e-07
"1006494","Incidence","Bristol, City of","Female","15 to 19","Ischemic heart disease","Percent",2017,2.90137408107e-06,7.91283751885e-06,5.46660712141e-08
"1006495","Incidence","Bristol, City of","Male","15 to 19","Ischemic heart disease","Rate",2017,1.99640388366,5.25098442568,0.107382493432
"1006496","Incidence","Bristol, City of","Female","15 to 19","Ischemic heart disease","Rate",2017,1.5733340234,4.1149904899,0.0323366244118
"1006497","Incidence","Bristol, City of","Male","20 to 24","Ischemic heart disease","Number",2017,1.07179080834,1.94637843947,0.435844008556
"1006498","Incidence","Bristol, City of","Female","20 to 24","Ischemic heart disease","Number",2017,0.651936178267,1.39720300079,0.163345923199
"1006499","Incidence","Bristol, City of","Male","20 to 24","Ischemic heart disease","Percent",2017,1.2108613372e-05,2.23603262156e-05,4.69960257546e-06
"1006500","Incidence","Bristol, City of","Female","20 to 24","Ischemic heart disease","Percent",2017,6.246821964e-06,1.33164117534e-05,1.50001615916e-06
"1006501","Incidence","Bristol, City of","Male","20 to 24","Ischemic heart disease","Rate",2017,5.95587091266,10.8158967612,2.42195644225
"1006502","Incidence","Bristol, City of","Female","20 to 24","Ischemic heart disease","Rate",2017,3.55442021495,7.61768828906,0.890578051659
"1006503","Incidence","Bristol, City of","Male","25 to 29","Ischemic heart disease","Number",2017,2.34887055202,4.17040663642,0.985981825248
"1006504","Incidence","Bristol, City of","Female","25 to 29","Ischemic heart disease","Number",2017,1.00091409369,2.02664792366,0.227249128081
"1006505","Incidence","Bristol, City of","Male","25 to 29","Ischemic heart disease","Percent",2017,2.01143658142e-05,3.72084379661e-05,8.30157551701e-06
"1006506","Incidence","Bristol, City of","Female","25 to 29","Ischemic heart disease","Percent",2017,7.64490424799e-06,1.58243420903e-05,1.63247935198e-06
"1006507","Incidence","Bristol, City of","Male","25 to 29","Ischemic heart disease","Rate",2017,9.88196892839,17.5453810191,4.14813909292
"1006508","Incidence","Bristol, City of","Female","25 to 29","Ischemic heart disease","Rate",2017,4.36991316891,8.84818737812,0.992152037509
"1006509","Incidence","Bristol, City of","Male","30 to 34","Ischemic heart disease","Number",2017,5.92894799014,8.20104989032,3.95718442943
"1006510","Incidence","Bristol, City of","Female","30 to 34","Ischemic heart disease","Number",2017,1.89433120555,2.91154755677,1.04944546465
"1006511","Incidence","Bristol, City of","Male","30 to 34","Ischemic heart disease","Percent",2017,5.72118932468e-05,8.11311903843e-05,3.58319014772e-05
"1006512","Incidence","Bristol, City of","Female","30 to 34","Ischemic heart disease","Percent",2017,1.68346131765e-05,2.61515896641e-05,8.96421536094e-06
"1006513","Incidence","Bristol, City of","Male","30 to 34","Ischemic heart disease","Rate",2017,27.5733877688,38.1401100352,18.4034302421
"1006514","Incidence","Bristol, City of","Female","30 to 34","Ischemic heart disease","Rate",2017,9.41080230461,14.4642068805,5.21351481112
"1006515","Incidence","Bristol, City of","Male","35 to 39","Ischemic heart disease","Number",2017,11.8061653462,17.4429560259,7.38075240288
"1006516","Incidence","Bristol, City of","Female","35 to 39","Ischemic heart disease","Number",2017,3.34399020656,5.54702454057,1.74258530323
"1006517","Incidence","Bristol, City of","Male","35 to 39","Ischemic heart disease","Percent",2017,0.000122845149957,0.00018815225754,7.13036035439e-05
"1006518","Incidence","Bristol, City of","Female","35 to 39","Ischemic heart disease","Percent",2017,3.45349172052e-05,5.84304435567e-05,1.68876983875e-05
"1006519","Incidence","Bristol, City of","Male","35 to 39","Ischemic heart disease","Rate",2017,59.0288520424,87.2118626362,36.9025275163
"1006520","Incidence","Bristol, City of","Female","35 to 39","Ischemic heart disease","Rate",2017,18.6769732659,30.9814391342,9.73274953322
"1006521","Incidence","Bristol, City of","Male","40 to 44","Ischemic heart disease","Number",2017,19.4426783401,25.1972344427,14.3908988062
"1006522","Incidence","Bristol, City of","Female","40 to 44","Ischemic heart disease","Number",2017,5.22465508229,7.06425264806,3.63922414923
"1006523","Incidence","Bristol, City of","Male","40 to 44","Ischemic heart disease","Percent",2017,0.000262870314433,0.000379582260304,0.000181924604981
"1006524","Incidence","Bristol, City of","Female","40 to 44","Ischemic heart disease","Percent",2017,7.13093782685e-05,0.000103725923002,4.71082412626e-05
"1006525","Incidence","Bristol, City of","Male","40 to 44","Ischemic heart disease","Rate",2017,122.53010744,158.796015109,90.6931825975
"1006526","Incidence","Bristol, City of","Female","40 to 44","Ischemic heart disease","Rate",2017,36.6169534086,49.5097582533,25.505473379
"1006527","Incidence","Bristol, City of","Male","45 to 49","Ischemic heart disease","Number",2017,31.6085887831,44.5148986133,22.01256281
"1006528","Incidence","Bristol, City of","Female","45 to 49","Ischemic heart disease","Number",2017,8.51504326164,11.9856426068,5.57291579618
"1006529","Incidence","Bristol, City of","Male","45 to 49","Ischemic heart disease","Percent",2017,0.000490153572247,0.000732376151317,0.00031558748656
"1006530","Incidence","Bristol, City of","Female","45 to 49","Ischemic heart disease","Percent",2017,0.000131905339446,0.000194480024234,8.00044272112e-05
